year,race_id,circuit,rider_id,rider,country,team,constructor,position,points,classified
2014,2014_09,Sachsenring,2206,Bradley Smith,GB,Monster Yamaha Tech 3,Yamaha,19.0,0.0,True
2014,2014_09,Sachsenring,2094,Colin Edwards,US,NGM Forward Racing,Forward Yamaha,20.0,0.0,True
2014,2014_09,Sachsenring,1967,Broc Parkes,AU,Paul Bird Motorsport,PBM,21.0,0.0,True
2014,2014_09,Sachsenring,2098,Mike Di Meglio,FR,Avintia Racing,Avintia,22.0,0.0,True
2014,2014_09,Sachsenring,2495,Michael Laverty,GB,Paul Bird Motorsport,PBM,,0.0,False
2014,2014_10,Indianapolis,2293,Marc Marquez,ES,Repsol Honda Team,Honda,1.0,25.0,True
2014,2014_10,Indianapolis,2058,Jorge Lorenzo,ES,Movistar Yamaha MotoGP,Yamaha,2.0,20.0,True
2014,2014_10,Indianapolis,1762,Valentino Rossi,IT,Movistar Yamaha MotoGP,Yamaha,3.0,16.0,True
2014,2014_10,Indianapolis,2015,Dani Pedrosa,ES,Repsol Honda Team,Honda,4.0,13.0,True
2014,2014_10,Indianapolis,2218,Pol Espargaro,ES,Monster Yamaha Tech 3,Yamaha,5.0,11.0,True
2014,2014_10,Indianapolis,2206,Bradley Smith,GB,Monster Yamaha Tech 3,Yamaha,6.0,10.0,True
2014,2014_10,Indianapolis,2055,Andrea Dovizioso,IT,Ducati Team,Ducati,7.0,9.0,True
2014,2014_10,Indianapolis,2425,Cal Crutchlow,GB,Ducati Team,Ducati,8.0,8.0,True
2014,2014_10,Indianapolis,2288,Scott Redding,GB,GO&FUN Honda Gresini,Honda,9.0,7.0,True
2014,2014_10,Indianapolis,2006,Hiroshi Aoyama,JP,Drive M7 Aspar,Honda,10.0,6.0,True
2014,2014_10,Indianapolis,2160,Karel Abraham,CZ,Cardion AB Motoracing,Honda,11.0,5.0,True
2014,2014_10,Indianapolis,2098,Mike Di Meglio,FR,Avintia Racing,Avintia,12.0,4.0,True
2014,2014_10,Indianapolis,2094,Colin Edwards,US,NGM Forward Racing,Forward Yamaha,13.0,3.0,True
2014,2014_10,Indianapolis,2495,Michael Laverty,GB,Paul Bird Motorsport,PBM,14.0,2.0,True
2014,2014_10,Indianapolis,1967,Broc Parkes,AU,Paul Bird Motorsport,PBM,15.0,1.0,True
2014,2014_10,Indianapolis,2066,Leon Camier,GB,Drive M7 Aspar,Honda,,0.0,False
2014,2014_10,Indianapolis,2158,Andrea Iannone,IT,Pramac Racing,Ducati,,0.0,False
2014,2014_10,Indianapolis,2152,Aleix Espargaro,ES,NGM Forward Racing,Forward Yamaha,,0.0,False
2014,2014_10,Indianapolis,2174,Stefan Bradl,DE,LCR Honda MotoGP,Honda,,0.0,False
2014,2014_10,Indianapolis,2464,Danilo Petrucci,IT,Octo IodaRacing Team,ART,,0.0,False
2014,2014_10,Indianapolis,2052,Hector Barbera,ES,Avintia Racing,Avintia,,0.0,False
2014,2014_10,Indianapolis,2383,Yonny Hernandez,CO,Energy T.I. Pramac Racing,Ducati,,0.0,False
2014,2014_10,Indianapolis,2059,Alvaro Bautista,ES,GO&FUN Honda Gresini,Honda,,0.0,False
2014,2014_11,Brno,2015,Dani Pedrosa,ES,Repsol Honda Team,Honda,1.0,25.0,True
2014,2014_11,Brno,2058,Jorge Lorenzo,ES,Movistar Yamaha MotoGP,Yamaha,2.0,20.0,True
2014,2014_11,Brno,1762,Valentino Rossi,IT,Movistar Yamaha MotoGP,Yamaha,3.0,16.0,True
2014,2014_11,Brno,2293,Marc Marquez,ES,Repsol Honda Team,Honda,4.0,13.0,True
2014,2014_11,Brno,2158,Andrea Iannone,IT,Pramac Racing,Ducati,5.0,11.0,True
2014,2014_11,Brno,2055,Andrea Dovizioso,IT,Ducati Team,Ducati,6.0,10.0,True
2014,2014_11,Brno,2174,Stefan Bradl,DE,LCR Honda MotoGP,Honda,7.0,9.0,True
2014,2014_11,Brno,2152,Aleix Espargaro,ES,NGM Forward Racing,Forward Yamaha,8.0,8.0,True
2014,2014_11,Brno,2206,Bradley Smith,GB,Monster Yamaha Tech 3,Yamaha,9.0,7.0,True
2014,2014_11,Brno,2059,Alvaro Bautista,ES,GO&FUN Honda Gresini,Honda,10.0,6.0,True
2014,2014_11,Brno,2288,Scott Redding,GB,GO&FUN Honda Gresini,Honda,11.0,5.0,True
2014,2014_11,Brno,2107,Michele Pirro,IT,Ducati Team,Ducati,12.0,4.0,True
2014,2014_11,Brno,2006,Hiroshi Aoyama,JP,Drive M7 Aspar,Honda,13.0,3.0,True
2014,2014_11,Brno,2160,Karel Abraham,CZ,Cardion AB Motoracing,Honda,14.0,2.0,True
2014,2014_11,Brno,2066,Leon Camier,GB,Drive M7 Aspar,Honda,15.0,1.0,True
2014,2014_11,Brno,1981,Alex De Angelis,SM,NGM Forward Racing,Forward Yamaha,16.0,0.0,True
2014,2014_11,Brno,2052,Hector Barbera,ES,Avintia Racing,Avintia,17.0,0.0,True
2014,2014_11,Brno,2098,Mike Di Meglio,FR,Avintia Racing,Avintia,18.0,0.0,True
2014,2014_11,Brno,1967,Broc Parkes,AU,Paul Bird Motorsport,PBM,19.0,0.0,True
2014,2014_11,Brno,2464,Danilo Petrucci,IT,Octo IodaRacing Team,ART,,0.0,False
2014,2014_11,Brno,2425,Cal Crutchlow,GB,Ducati Team,Ducati,,0.0,False
2014,2014_11,Brno,2218,Pol Espargaro,ES,Monster Yamaha Tech 3,Yamaha,,0.0,False
2014,2014_11,Brno,2495,Michael Laverty,GB,Paul Bird Motorsport,PBM,,0.0,False
2014,2014_11,Brno,2383,Yonny Hernandez,CO,Energy T.I. Pramac Racing,Ducati,,0.0,False
2014,2014_12,Silverstone,2293,Marc Marquez,ES,Repsol Honda Team,Honda,1.0,25.0,True
2014,2014_12,Silverstone,2058,Jorge Lorenzo,ES,Movistar Yamaha MotoGP,Yamaha,2.0,20.0,True
2014,2014_12,Silverstone,1762,Valentino Rossi,IT,Movistar Yamaha MotoGP,Yamaha,3.0,16.0,True
2014,2014_12,Silverstone,2015,Dani Pedrosa,ES,Repsol Honda Team,Honda,4.0,13.0,True
2014,2014_12,Silverstone,2055,Andrea Dovizioso,IT,Ducati Team,Ducati,5.0,11.0,True
2014,2014_12,Silverstone,2218,Pol Espargaro,ES,Monster Yamaha Tech 3,Yamaha,6.0,10.0,True
2014,2014_12,Silverstone,2174,Stefan Bradl,DE,LCR Honda MotoGP,Honda,7.0,9.0,True
2014,2014_12,Silverstone,2158,Andrea Iannone,IT,Pramac Racing,Ducati,8.0,8.0,True
2014,2014_12,Silverstone,2152,Aleix Espargaro,ES,NGM Forward Racing,Forward Yamaha,9.0,7.0,True
2014,2014_12,Silverstone,2288,Scott Redding,GB,GO&FUN Honda Gresini,Honda,10.0,6.0,True
2014,2014_12,Silverstone,2383,Yonny Hernandez,CO,Energy T.I. Pramac Racing,Ducati,11.0,5.0,True
2014,2014_12,Silverstone,2425,Cal Crutchlow,GB,Ducati Team,Ducati,12.0,4.0,True
2014,2014_12,Silverstone,2160,Karel Abraham,CZ,Cardion AB Motoracing,Honda,13.0,3.0,True
2014,2014_12,Silverstone,2006,Hiroshi Aoyama,JP,Drive M7 Aspar,Honda,14.0,2.0,True
2014,2014_12,Silverstone,1981,Alex De Angelis,SM,NGM Forward Racing,Forward Yamaha,15.0,1.0,True
2014,2014_12,Silverstone,2066,Leon Camier,GB,Drive M7 Aspar,Honda,16.0,0.0,True
2014,2014_12,Silverstone,2495,Michael Laverty,GB,Paul Bird Motorsport,PBM,17.0,0.0,True
2014,2014_12,Silverstone,2464,Danilo Petrucci,IT,Octo IodaRacing Team,ART,18.0,0.0,True
2014,2014_12,Silverstone,2052,Hector Barbera,ES,Avintia Racing,Avintia,19.0,0.0,True
2014,2014_12,Silverstone,2098,Mike Di Meglio,FR,Avintia Racing,Avintia,20.0,0.0,True
2014,2014_12,Silverstone,1967,Broc Parkes,AU,Paul Bird Motorsport,PBM,21.0,0.0,True
2014,2014_12,Silverstone,2206,Bradley Smith,GB,Monster Yamaha Tech 3,Yamaha,22.0,0.0,True
2014,2014_12,Silverstone,2059,Alvaro Bautista,ES,GO&FUN Honda Gresini,Honda,,0.0,False
2014,2014_13,Misano,1762,Valentino Rossi,IT,Movistar Yamaha MotoGP,Yamaha,1.0,25.0,True
2014,2014_13,Misano,2058,Jorge Lorenzo,ES,Movistar Yamaha MotoGP,Yamaha,2.0,20.0,True
2014,2014_13,Misano,2015,Dani Pedrosa,ES,Repsol Honda Team,Honda,3.0,16.0,True
2014,2014_13,Misano,2055,Andrea Dovizioso,IT,Ducati Team,Ducati,4.0,13.0,True
2014,2014_13,Misano,2158,Andrea Iannone,IT,Pramac Racing,Ducati,5.0,11.0,True
2014,2014_13,Misano,2218,Pol Espargaro,ES,Monster Yamaha Tech 3,Yamaha,6.0,10.0,True
2014,2014_13,Misano,2206,Bradley Smith,GB,Monster Yamaha Tech 3,Yamaha,7.0,9.0,True
2014,2014_13,Misano,2059,Alvaro Bautista,ES,GO&FUN Honda Gresini,Honda,8.0,8.0,True
2014,2014_13,Misano,2425,Cal Crutchlow,GB,Ducati Team,Ducati,9.0,7.0,True
2014,2014_13,Misano,2383,Yonny Hernandez,CO,Energy T.I. Pramac Racing,Ducati,10.0,6.0,True
2014,2014_13,Misano,2160,Karel Abraham,CZ,Cardion AB Motoracing,Honda,11.0,5.0,True
2014,2014_13,Misano,2006,Hiroshi Aoyama,JP,Drive M7 Aspar,Honda,12.0,4.0,True
2014,2014_13,Misano,2288,Scott Redding,GB,GO&FUN Honda Gresini,Honda,13.0,3.0,True
2014,2014_13,Misano,1981,Alex De Angelis,SM,NGM Forward Racing,Forward Yamaha,14.0,2.0,True
2014,2014_13,Misano,2293,Marc Marquez,ES,Repsol Honda Team,Honda,15.0,1.0,True
2014,2014_13,Misano,2066,Leon Camier,GB,Drive M7 Aspar,Honda,16.0,0.0,True
2014,2014_13,Misano,2495,Michael Laverty,GB,Paul Bird Motorsport,PBM,17.0,0.0,True
2014,2014_13,Misano,1967,Broc Parkes,AU,Paul Bird Motorsport,PBM,18.0,0.0,True
2014,2014_13,Misano,2052,Hector Barbera,ES,Avintia Racing,Avintia,19.0,0.0,True
2014,2014_13,Misano,2152,Aleix Espargaro,ES,NGM Forward Racing,Forward Yamaha,,0.0,False
2014,2014_13,Misano,2174,Stefan Bradl,DE,LCR Honda MotoGP,Honda,,0.0,False
2014,2014_13,Misano,2464,Danilo Petrucci,IT,Octo IodaRacing Team,ART,,0.0,False
2014,2014_13,Misano,2098,Mike Di Meglio,FR,Avintia Racing,Avintia,,0.0,False
2014,2014_14,Aragón,2058,Jorge Lorenzo,ES,Movistar Yamaha MotoGP,Yamaha,1.0,25.0,True
2014,2014_14,Aragón,2152,Aleix Espargaro,ES,NGM Forward Racing,Forward Yamaha,2.0,20.0,True
2014,2014_14,Aragón,2425,Cal Crutchlow,GB,Ducati Team,Ducati,3.0,16.0,True
2014,2014_14,Aragón,2174,Stefan Bradl,DE,LCR Honda MotoGP,Honda,4.0,13.0,True
2014,2014_14,Aragón,2206,Bradley Smith,GB,Monster Yamaha Tech 3,Yamaha,5.0,11.0,True
2014,2014_14,Aragón,2218,Pol Espargaro,ES,Monster Yamaha Tech 3,Yamaha,6.0,10.0,True
2014,2014_14,Aragón,2059,Alvaro Bautista,ES,GO&FUN Honda Gresini,Honda,7.0,9.0,True
2014,2014_14,Aragón,2006,Hiroshi Aoyama,JP,Drive M7 Aspar,Honda,8.0,8.0,True
2014,2014_14,Aragón,2093,Nicky Hayden,US,Drive M7 Aspar,Honda,9.0,7.0,True
2014,2014_14,Aragón,2288,Scott Redding,GB,GO&FUN Honda Gresini,Honda,10.0,6.0,True
2014,2014_14,Aragón,2464,Danilo Petrucci,IT,Octo IodaRacing Team,ART,11.0,5.0,True
2014,2014_14,Aragón,1981,Alex De Angelis,SM,NGM Forward Racing,Forward Yamaha,12.0,4.0,True
2014,2014_14,Aragón,2293,Marc Marquez,ES,Repsol Honda Team,Honda,13.0,3.0,True
2014,2014_14,Aragón,2015,Dani Pedrosa,ES,Repsol Honda Team,Honda,14.0,2.0,True
2014,2014_14,Aragón,2383,Yonny Hernandez,CO,Energy T.I. Pramac Racing,Ducati,15.0,1.0,True
2014,2014_14,Aragón,2495,Michael Laverty,GB,Paul Bird Motorsport,PBM,16.0,0.0,True
2014,2014_14,Aragón,2098,Mike Di Meglio,FR,Avintia Racing,Avintia,17.0,0.0,True
2014,2014_14,Aragón,1967,Broc Parkes,AU,Paul Bird Motorsport,PBM,18.0,0.0,True
2014,2014_14,Aragón,2052,Hector Barbera,ES,Avintia Racing,Ducati,19.0,0.0,True
2014,2014_14,Aragón,2055,Andrea Dovizioso,IT,Ducati Team,Ducati,,0.0,False
2014,2014_14,Aragón,1762,Valentino Rossi,IT,Movistar Yamaha MotoGP,Yamaha,,0.0,False
2014,2014_14,Aragón,2158,Andrea Iannone,IT,Pramac Racing,Ducati,,0.0,False
2014,2014_14,Aragón,2160,Karel Abraham,CZ,Cardion AB Motoracing,Honda,,0.0,False
2014,2014_15,Motegi,2058,Jorge Lorenzo,ES,Movistar Yamaha MotoGP,Yamaha,1.0,25.0,True
2014,2014_15,Motegi,2293,Marc Marquez,ES,Repsol Honda Team,Honda,2.0,20.0,True
2014,2014_15,Motegi,1762,Valentino Rossi,IT,Movistar Yamaha MotoGP,Yamaha,3.0,16.0,True
2014,2014_15,Motegi,2015,Dani Pedrosa,ES,Repsol Honda Team,Honda,4.0,13.0,True
2014,2014_15,Motegi,2055,Andrea Dovizioso,IT,Ducati Team,Ducati,5.0,11.0,True
2014,2014_15,Motegi,2158,Andrea Iannone,IT,Pramac Racing,Ducati,6.0,10.0,True
2014,2014_15,Motegi,2174,Stefan Bradl,DE,LCR Honda MotoGP,Honda,7.0,9.0,True
2014,2014_15,Motegi,2218,Pol Espargaro,ES,Monster Yamaha Tech 3,Yamaha,8.0,8.0,True
2014,2014_15,Motegi,2206,Bradley Smith,GB,Monster Yamaha Tech 3,Yamaha,9.0,7.0,True
2014,2014_15,Motegi,2059,Alvaro Bautista,ES,GO&FUN Honda Gresini,Honda,10.0,6.0,True
2014,2014_15,Motegi,2152,Aleix Espargaro,ES,NGM Forward Racing,Forward Yamaha,11.0,5.0,True
2014,2014_15,Motegi,2082,Katsuyuki Nakasuga,JP,YAMALUBE Racing Team with YSP,Yamaha,12.0,4.0,True
2014,2014_15,Motegi,2006,Hiroshi Aoyama,JP,Drive M7 Aspar,Honda,13.0,3.0,True
2014,2014_15,Motegi,2093,Nicky Hayden,US,Drive M7 Aspar,Honda,14.0,2.0,True
2014,2014_15,Motegi,2052,Hector Barbera,ES,Avintia Racing,Ducati,15.0,1.0,True
2014,2014_15,Motegi,2288,Scott Redding,GB,GO&FUN Honda Gresini,Honda,16.0,0.0,True
2014,2014_15,Motegi,1981,Alex De Angelis,SM,NGM Forward Racing,Forward Yamaha,17.0,0.0,True
2014,2014_15,Motegi,2495,Michael Laverty,GB,Paul Bird Motorsport,PBM,18.0,0.0,True
2014,2014_15,Motegi,2098,Mike Di Meglio,FR,Avintia Racing,Avintia,19.0,0.0,True
2014,2014_15,Motegi,1967,Broc Parkes,AU,Paul Bird Motorsport,PBM,20.0,0.0,True
2014,2014_15,Motegi,2383,Yonny Hernandez,CO,Energy T.I. Pramac Racing,Ducati,,0.0,False
2014,2014_15,Motegi,2160,Karel Abraham,CZ,Cardion AB Motoracing,Honda,,0.0,False
2014,2014_15,Motegi,2464,Danilo Petrucci,IT,Octo IodaRacing Team,ART,,0.0,False
2014,2014_15,Motegi,2425,Cal Crutchlow,GB,Ducati Team,Ducati,,0.0,False
2014,2014_16,Phillip Island,1762,Valentino Rossi,IT,Movistar Yamaha MotoGP,Yamaha,1.0,25.0,True
2014,2014_16,Phillip Island,2058,Jorge Lorenzo,ES,Movistar Yamaha MotoGP,Yamaha,2.0,20.0,True
2014,2014_16,Phillip Island,2206,Bradley Smith,GB,Monster Yamaha Tech 3,Yamaha,3.0,16.0,True
2014,2014_16,Phillip Island,2055,Andrea Dovizioso,IT,Ducati Team,Ducati,4.0,13.0,True
2014,2014_16,Phillip Island,2052,Hector Barbera,ES,Avintia Racing,Ducati,5.0,11.0,True
2014,2014_16,Phillip Island,2059,Alvaro Bautista,ES,GO&FUN Honda Gresini,Honda,6.0,10.0,True
2014,2014_16,Phillip Island,2288,Scott Redding,GB,GO&FUN Honda Gresini,Honda,7.0,9.0,True
2014,2014_16,Phillip Island,2006,Hiroshi Aoyama,JP,Drive M7 Aspar,Honda,8.0,8.0,True
2014,2014_16,Phillip Island,1981,Alex De Angelis,SM,NGM Forward Racing,Forward Yamaha,9.0,7.0,True
2014,2014_16,Phillip Island,2093,Nicky Hayden,US,Drive M7 Aspar,Honda,10.0,6.0,True
2014,2014_16,Phillip Island,2383,Yonny Hernandez,CO,Energy T.I. Pramac Racing,Ducati,11.0,5.0,True
2014,2014_16,Phillip Island,2464,Danilo Petrucci,IT,Octo IodaRacing Team,ART,12.0,4.0,True
2014,2014_16,Phillip Island,2495,Michael Laverty,GB,Paul Bird Motorsport,PBM,13.0,3.0,True
2014,2014_16,Phillip Island,2098,Mike Di Meglio,FR,Avintia Racing,Avintia,14.0,2.0,True
2014,2014_16,Phillip Island,2425,Cal Crutchlow,GB,Ducati Team,Ducati,,0.0,False
2014,2014_16,Phillip Island,2218,Pol Espargaro,ES,Monster Yamaha Tech 3,Yamaha,,0.0,False
2014,2014_16,Phillip Island,2152,Aleix Espargaro,ES,NGM Forward Racing,Forward Yamaha,,0.0,False
2014,2014_16,Phillip Island,2174,Stefan Bradl,DE,LCR Honda MotoGP,Honda,,0.0,False
2014,2014_16,Phillip Island,2293,Marc Marquez,ES,Repsol Honda Team,Honda,,0.0,False
2014,2014_16,Phillip Island,1967,Broc Parkes,AU,Paul Bird Motorsport,PBM,,0.0,False
2014,2014_16,Phillip Island,2015,Dani Pedrosa,ES,Repsol Honda Team,Honda,,0.0,False
2014,2014_16,Phillip Island,2158,Andrea Iannone,IT,Pramac Racing,Ducati,,0.0,False
2014,2014_16,Phillip Island,2160,Karel Abraham,CZ,Cardion AB Motoracing,Honda,,0.0,False
2014,2014_17,Sepang,2293,Marc Marquez,ES,Repsol Honda Team,Honda,1.0,25.0,True
2014,2014_17,Sepang,1762,Valentino Rossi,IT,Movistar Yamaha MotoGP,Yamaha,2.0,20.0,True
2014,2014_17,Sepang,2058,Jorge Lorenzo,ES,Movistar Yamaha MotoGP,Yamaha,3.0,16.0,True
2014,2014_17,Sepang,2174,Stefan Bradl,DE,LCR Honda MotoGP,Honda,4.0,13.0,True
2014,2014_17,Sepang,2206,Bradley Smith,GB,Monster Yamaha Tech 3,Yamaha,5.0,11.0,True
2014,2014_17,Sepang,2218,Pol Espargaro,ES,Monster Yamaha Tech 3,Yamaha,6.0,10.0,True
2014,2014_17,Sepang,2383,Yonny Hernandez,CO,Energy T.I. Pramac Racing,Ducati,7.0,9.0,True
2014,2014_17,Sepang,2055,Andrea Dovizioso,IT,Ducati Team,Ducati,8.0,8.0,True
2014,2014_17,Sepang,2052,Hector Barbera,ES,Avintia Racing,Ducati,9.0,7.0,True
2014,2014_17,Sepang,2288,Scott Redding,GB,GO&FUN Honda Gresini,Honda,10.0,6.0,True
2014,2014_17,Sepang,2006,Hiroshi Aoyama,JP,Drive M7 Aspar,Honda,11.0,5.0,True
2014,2014_17,Sepang,2495,Michael Laverty,GB,Paul Bird Motorsport,PBM,12.0,4.0,True
2014,2014_17,Sepang,2098,Mike Di Meglio,FR,Avintia Racing,Avintia,13.0,3.0,True
2014,2014_17,Sepang,1967,Broc Parkes,AU,Paul Bird Motorsport,PBM,14.0,2.0,True
2014,2014_17,Sepang,1981,Alex De Angelis,SM,NGM Forward Racing,Forward Yamaha,,0.0,False
2014,2014_17,Sepang,2464,Danilo Petrucci,IT,Octo IodaRacing Team,ART,,0.0,False
2014,2014_17,Sepang,2015,Dani Pedrosa,ES,Repsol Honda Team,Honda,,0.0,False
2014,2014_17,Sepang,2160,Karel Abraham,CZ,Cardion AB Motoracing,Honda,,0.0,False
2014,2014_17,Sepang,2093,Nicky Hayden,US,Drive M7 Aspar,Honda,,0.0,False
2014,2014_17,Sepang,2425,Cal Crutchlow,GB,Ducati Team,Ducati,,0.0,False
2014,2014_17,Sepang,2152,Aleix Espargaro,ES,NGM Forward Racing,Forward Yamaha,,0.0,False
2014,2014_17,Sepang,2059,Alvaro Bautista,ES,GO&FUN Honda Gresini,Honda,,0.0,False
2014,2014_18,Ricardo Tormo,2293,Marc Marquez,ES,Repsol Honda Team,Honda,1.0,25.0,True
2014,2014_18,Ricardo Tormo,1762,Valentino Rossi,IT,Movistar Yamaha MotoGP,Yamaha,2.0,20.0,True
2014,2014_18,Ricardo Tormo,2015,Dani Pedrosa,ES,Repsol Honda Team,Honda,3.0,16.0,True
2014,2014_18,Ricardo Tormo,2055,Andrea Dovizioso,IT,Ducati Team,Ducati,4.0,13.0,True
2014,2014_18,Ricardo Tormo,2425,Cal Crutchlow,GB,Ducati Team,Ducati,5.0,11.0,True
2014,2014_18,Ricardo Tormo,2218,Pol Espargaro,ES,Monster Yamaha Tech 3,Yamaha,6.0,10.0,True
2014,2014_18,Ricardo Tormo,2152,Aleix Espargaro,ES,NGM Forward Racing,Forward Yamaha,7.0,9.0,True
2014,2014_18,Ricardo Tormo,2174,Stefan Bradl,DE,LCR Honda MotoGP,Honda,8.0,8.0,True
2014,2014_18,Ricardo Tormo,2107,Michele Pirro,IT,Ducati Team,Ducati,9.0,7.0,True
2014,2014_18,Ricardo Tormo,2288,Scott Redding,GB,GO&FUN Honda Gresini,Honda,10.0,6.0,True
2014,2014_18,Ricardo Tormo,2052,Hector Barbera,ES,Avintia Racing,Ducati,11.0,5.0,True
2014,2014_18,Ricardo Tormo,2464,Danilo Petrucci,IT,Octo IodaRacing Team,ART,12.0,4.0,True
2014,2014_18,Ricardo Tormo,2093,Nicky Hayden,US,Drive M7 Aspar,Honda,13.0,3.0,True
2014,2014_18,Ricardo Tormo,2206,Bradley Smith,GB,Monster Yamaha Tech 3,Yamaha,14.0,2.0,True
2014,2014_18,Ricardo Tormo,2006,Hiroshi Aoyama,JP,Drive M7 Aspar,Honda,15.0,1.0,True
2014,2014_18,Ricardo Tormo,2059,Alvaro Bautista,ES,GO&FUN Honda Gresini,Honda,16.0,0.0,True
2014,2014_18,Ricardo Tormo,2160,Karel Abraham,CZ,Cardion AB Motoracing,Honda,17.0,0.0,True
2014,2014_18,Ricardo Tormo,1981,Alex De Angelis,SM,NGM Forward Racing,Forward Yamaha,18.0,0.0,True
2014,2014_18,Ricardo Tormo,2495,Michael Laverty,GB,Paul Bird Motorsport,PBM,19.0,0.0,True
2014,2014_18,Ricardo Tormo,1967,Broc Parkes,AU,Paul Bird Motorsport,PBM,20.0,0.0,True
2014,2014_18,Ricardo Tormo,2098,Mike Di Meglio,FR,Avintia Racing,Avintia,21.0,0.0,True
2014,2014_18,Ricardo Tormo,2158,Andrea Iannone,IT,Pramac Racing,Ducati,22.0,0.0,True
2014,2014_18,Ricardo Tormo,2058,Jorge Lorenzo,ES,Movistar Yamaha MotoGP,Yamaha,,0.0,False
2014,2014_18,Ricardo Tormo,1888,Randy De Puniet,FR,Team Suzuki MotoGP,Suzuki,,0.0,False
2014,2014_18,Ricardo Tormo,2383,Yonny Hernandez,CO,Energy T.I. Pramac Racing,Ducati,,0.0,False
2015,2015_01,Losail,1762,Valentino Rossi,IT,Movistar Yamaha MotoGP,Yamaha,1.0,25.0,True
2015,2015_01,Losail,2055,Andrea Dovizioso,IT,Ducati Team,Ducati,2.0,20.0,True
2015,2015_01,Losail,2158,Andrea Iannone,IT,Ducati Team,Ducati,3.0,16.0,True
2015,2015_01,Losail,2058,Jorge Lorenzo,ES,Movistar Yamaha MotoGP,Yamaha,4.0,13.0,True
2015,2015_01,Losail,2293,Marc Marquez,ES,Repsol Honda Team,Honda,5.0,11.0,True
2015,2015_01,Losail,2015,Dani Pedrosa,ES,Repsol Honda Team,Honda,6.0,10.0,True
2015,2015_01,Losail,2425,Cal Crutchlow,GB,CWM LCR Honda,Honda,7.0,9.0,True
2015,2015_01,Losail,2206,Bradley Smith,GB,Monster Yamaha Tech 3,Yamaha,8.0,8.0,True
2015,2015_01,Losail,2218,Pol Espargaro,ES,Monster Yamaha Tech 3,Yamaha,9.0,7.0,True
2015,2015_01,Losail,2383,Yonny Hernandez,CO,Pramac Racing,Ducati,10.0,6.0,True
2015,2015_01,Losail,2152,Aleix Espargaro,ES,Team SUZUKI ECSTAR,Suzuki,11.0,5.0,True
2015,2015_01,Losail,2464,Danilo Petrucci,IT,Pramac Racing,Ducati,12.0,4.0,True
2015,2015_01,Losail,2288,Scott Redding,GB,"EG 0,0 Marc VDS",Honda,13.0,3.0,True
2015,2015_01,Losail,2428,Maverick Viñales,ES,Team SUZUKI ECSTAR,Suzuki,14.0,2.0,True
2015,2015_01,Losail,2052,Hector Barbera,ES,Avintia Racing,Ducati,15.0,1.0,True
2015,2015_01,Losail,2174,Stefan Bradl,DE,Athinà Forward Racing,Yamaha Forward,16.0,0.0,True
2015,2015_01,Losail,2093,Nicky Hayden,US,Aspar MotoGP Team,Honda,17.0,0.0,True
2015,2015_01,Losail,2142,Eugene Laverty,IE,Aspar MotoGP Team,Honda,18.0,0.0,True
2015,2015_01,Losail,2098,Mike Di Meglio,FR,Avintia Racing,Ducati,19.0,0.0,True
2015,2015_01,Losail,1981,Alex De Angelis,SM,Octo IodaRacing Team,ART,20.0,0.0,True
2015,2015_01,Losail,1854,Marco Melandri,IT,Aprilia Racing Team Gresini,Aprilia,21.0,0.0,True
2015,2015_01,Losail,2562,Loris Baz,FR,Athinà Forward Racing,Yamaha Forward,22.0,0.0,True
2015,2015_01,Losail,2160,Karel Abraham,CZ,AB Motoracing,Honda,,0.0,False
2015,2015_01,Losail,2445,Jack Miller,AU,CWM LCR Honda,Honda,,0.0,False
2015,2015_01,Losail,2059,Alvaro Bautista,ES,Aprilia Racing Team Gresini,Aprilia,,0.0,False
2015,2015_02,Texas,2293,Marc Marquez,ES,Repsol Honda Team,Honda,1.0,25.0,True
2015,2015_02,Texas,2055,Andrea Dovizioso,IT,Ducati Team,Ducati,2.0,20.0,True
2015,2015_02,Texas,1762,Valentino Rossi,IT,Movistar Yamaha MotoGP,Yamaha,3.0,16.0,True
2015,2015_02,Texas,2058,Jorge Lorenzo,ES,Movistar Yamaha MotoGP,Yamaha,4.0,13.0,True
2015,2015_02,Texas,2158,Andrea Iannone,IT,Ducati Team,Ducati,5.0,11.0,True
2015,2015_02,Texas,2206,Bradley Smith,GB,Monster Yamaha Tech 3,Yamaha,6.0,10.0,True
2015,2015_02,Texas,2425,Cal Crutchlow,GB,CWM LCR Honda,Honda,7.0,9.0,True
2015,2015_02,Texas,2152,Aleix Espargaro,ES,Team SUZUKI ECSTAR,Suzuki,8.0,8.0,True
2015,2015_02,Texas,2428,Maverick Viñales,ES,Team SUZUKI ECSTAR,Suzuki,9.0,7.0,True
2015,2015_02,Texas,2464,Danilo Petrucci,IT,Pramac Racing,Ducati,10.0,6.0,True
2015,2015_02,Texas,2006,Hiroshi Aoyama,JP,Repsol Honda Team,Honda,11.0,5.0,True
2015,2015_02,Texas,2052,Hector Barbera,ES,Avintia Racing,Ducati,12.0,4.0,True
2015,2015_02,Texas,2093,Nicky Hayden,US,Aspar MotoGP Team,Honda,13.0,3.0,True
2015,2015_02,Texas,2445,Jack Miller,AU,CWM LCR Honda,Honda,14.0,2.0,True
2015,2015_02,Texas,2059,Alvaro Bautista,ES,Aprilia Racing Team Gresini,Aprilia,15.0,1.0,True
